user_id	item_id	time
23050	662	958694400
23050	772	958694400
23746	630	958867200
14014	303	958953600
19666	82	958953600
19666	87	958953600
19666	477	958953600
19666	598	958953600
19666	604	958953600
21815	286	958953600
21594	28	959040000
21594	475	959040000
21594	613	959040000
7522	172	959126400
14895	169	959126400
14895	187	959126400
14895	636	959126400
20084	187	959126400
23050	295	959126400
23050	661	959126400
261	404	959212800
4343	643	959212800
7002	771	959212800
9768	135	959212800
13842	784	959212800
2797	151	959299200
7502	475	959299200
20084	126	959299200
7048	172	959385600
17129	154	959385600
17129	254	959385600
17129	475	959385600
24137	266	959385600
24137	633	959385600
261	289	959472000
14014	631	959472000
23746	135	959472000
261	144	959644800
261	285	959644800
7002	770	959644800
13931	772	959644800
21528	79	959644800
5430	619	959731200
12362	151	959731200
13842	160	959731200
16574	219	959731200
5873	662	959817600
7522	295	959817600
7522	666	959817600
14868	643	959817600
15150	130	959817600
19628	99	959817600
20382	639	959817600
24137	127	959817600
24137	150	959817600
24137	219	959817600
24137	254	959817600
24137	614	959817600
24137	639	959817600
4343	156	959904000
7858	593	959904000
9768	170	959904000
12362	617	959904000
21528	146	959904000
12656	144	959990400
5873	475	960076800
5873	633	960076800
5873	772	960076800
13632	266	960076800
20382	187	960076800
21594	27	960076800
15150	217	960163200
15150	293	960163200
20290	261	960163200
14489	329	960249600
18620	368	960249600
4343	616	960336000
13842	290	960336000
14391	219	960336000
14391	475	960336000
16422	167	960336000
7502	139	960508800
10142	768	960508800
23050	613	960508800
23050	622	960508800
23050	794	960508800
15554	475	960595200
15554	794	960595200
23050	796	960595200
3409	682	960681600
3814	136	960681600
4362	780	960681600
120	402	960768000
15150	368	960768000
15150	615	960768000
16574	402	960768000
19064	154	960768000
21027	636	960768000
7522	623	960854400
7634	292	960854400
18620	661	960854400
3855	270	960940800
5873	264	960940800
20503	219	960940800
20503	475	960940800
10263	295	961027200
19971	156	961027200
9204	402	961113600
19857	285	961113600
20391	613	961113600
14086	166	961200000
18441	142	961286400
18441	282	961286400
21172	142	961372800
3922	186	961459200
16422	270	961459200
7980	157	961545600
7980	404	961545600
7980	475	961545600
7980	594	961545600
261	156	961632000
2741	613	961632000
20503	294	961632000
23050	597	961891200
2664	770	961977600
7787	278	961977600
7787	295	961977600
7787	666	961977600
16405	613	961977600
18441	290	961977600
18441	610	961977600
18441	613	961977600
13842	621	962064000
863	175	962150400
5356	613	962150400
7787	166	962150400
10520	30	962150400
10520	153	962150400
10520	157	962150400
3952	255	962236800
3952	773	962236800
8429	112	962236800
23004	637	962236800
3922	622	962323200
11958	189	962323200
11958	290	962323200
11958	296	962323200
16653	290	962323200
23004	172	962323200
23004	270	962323200
6443	102	962582400
6443	229	962582400
6443	251	962582400
7522	142	962582400
7522	880	962582400
7911	772	962582400
14086	780	962582400
14410	270	962582400
4343	401	962668800
6443	76	962668800
6443	125	962668800
7634	268	962668800
20441	151	962668800
20441	613	962668800
21679	167	962668800
23781	130	962668800
14489	122	962755200
14489	222	962755200
14489	234	962755200
14489	664	962755200
7858	157	962841600
20503	402	962841600
23362	150	962841600
12067	167	962928000
12067	368	962928000
12596	270	962928000
12960	172	962928000
12960	253	962928000
12960	414	962928000
15150	367	962928000
22201	130	963014400
6443	65	963100800
6443	243	963100800
6443	271	963100800
6443	370	963100800
6443	485	963100800
6443	582	963100800
6443	587	963100800
6443	684	963100800
19971	295	963100800
21027	187	963100800
21027	248	963100800
21027	274	963100800
21027	284	963100800
21027	304	963100800
1751	261	963187200
12067	769	963187200
17002	897	963187200
17120	270	963187200
18620	270	963187200
22733	208	963187200
14489	151	963273600
1120	612	963360000
6443	402	963360000
20503	270	963360000
2797	157	963446400
11195	91	963446400
11195	329	963446400
11958	632	963446400
18441	401	963446400
10263	621	963532800
19691	270	963532800
12362	187	963705600
19971	401	963705600
21670	772	963705600
12631	219	963792000
12631	270	963792000
12631	475	963792000
14895	366	963792000
15150	267	963792000
15150	278	963792000
20604	270	963792000
21027	270	963792000
14178	270	963878400
16574	632	963878400
13632	270	963964800
13842	402	963964800
14489	126	963964800
7895	168	964051200
8933	183	964051200
14178	81	964051200
15150	157	964051200
19568	152	964051200
20503	163	964051200
10540	26	964224000
10540	612	964224000
18100	118	964224000
18100	340	964224000
18100	678	964224000
23050	783	964224000
23560	270	964224000
18100	270	964310400
6077	664	964396800
9204	597	964396800
10092	689	964396800
15150	287	964396800
10540	154	964483200
15150	162	964483200
18620	26	964483200
5356	668	964569600
9768	631	964569600
10673	270	964569600
12656	578	964569600
18390	668	964569600
23826	851	964569600
23826	877	964569600
7001	667	964656000
8901	764	964656000
15150	219	964656000
17911	31	964656000
23826	864	964656000
23826	917	964656000
10935	11	964742400
10935	33	964742400
10935	102	964742400
19778	44	964742400
22778	473	964742400
4757	217	964828800
3794	133	964915200
4343	619	964915200
5484	55	964915200
5484	578	964915200
5484	678	964915200
5484	686	964915200
8568	80	964915200
8843	766	964915200
10092	668	964915200
11195	625	964915200
11195	654	964915200
15623	119	964915200
19805	764	964915200
21815	783	964915200
3406	657	965001600
5484	365	965001600
6933	350	965001600
7002	27	965001600
7002	158	965001600
7002	197	965001600
7002	290	965001600
7002	609	965001600
7444	637	965001600
10909	112	965001600
19568	100	965001600
261	138	965088000
6933	284	965088000
8995	75	965088000
8995	189	965088000
8995	273	965088000
17002	255	965088000
18553	354	965088000
19059	166	965088000
19059	189	965088000
19059	594	965088000
19778	202	965088000
23746	69	965088000
23746	279	965088000
23746	601	965088000
8995	154	965174400
19778	112	965174400
23746	261	965174400
23746	882	965174400
6933	34	965260800
6933	39	965260800
6933	601	965260800
7002	402	965260800
15150	166	965260800
18390	689	965260800
19568	11	965260800
4121	768	965347200
7502	611	965347200
16723	668	965347200
3162	224	965433600
11195	87	965433600
11195	671	965433600
836	105	965520000
836	108	965520000
836	606	965520000
3162	625	965520000
4757	270	965520000
5484	642	965520000
6109	270	965520000
7089	678	965520000
9677	118	965520000
13320	340	965520000
17002	882	965520000
17529	118	965520000
836	102	965606400
836	128	965606400
836	251	965606400
836	298	965606400
5356	270	965606400
8860	270	965606400
15041	142	965606400
20503	597	965606400
567	265	965692800
836	118	965692800
1301	41	965692800
7002	99	965692800
7002	144	965692800
7002	168	965692800
7002	617	965692800
7002	868	965692800
9216	362	965692800
9216	628	965692800
18100	598	965692800
12656	88	965779200
15248	64	965779200
23050	897	965779200
23161	613	965779200
15248	116	965865600
16062	142	965865600
17002	403	965865600
17002	867	965865600
18553	589	965865600
21340	105	965865600
15150	89	965952000
18100	686	965952000
21670	186	965952000
1652	285	966038400
4121	841	966038400
5761	477	966038400
5761	649	966038400
13758	608	966038400
12656	183	966124800
12808	228	966124800
1652	26	966211200
1652	154	966211200
6933	75	966211200
9717	28	966211200
9717	130	966211200
9717	187	966211200
9717	188	966211200
9717	189	966211200
9717	220	966211200
11307	340	966211200
11307	882	966211200
15150	82	966211200
4123	83	966297600
8255	39	966297600
8255	41	966297600
8255	42	966297600
8255	47	966297600
8255	69	966297600
8255	224	966297600
11307	897	966297600
15394	110	966297600
17002	873	966297600
20334	217	966297600
20334	633	966297600
23826	943	966297600
7002	130	966384000
7002	599	966384000
4582	168	966470400
4582	413	966470400
5581	156	966470400
19568	678	966470400
19798	91	966470400
19798	625	966470400
19798	626	966470400
19857	609	966470400
23957	608	966470400
569	30	966556800
569	130	966556800
569	187	966556800
569	475	966556800
569	617	966556800
4123	615	966556800
10269	31	966643200
10269	773	966643200
13967	157	966643200
4700	143	966729600
4112	350	966816000
4123	123	966816000
7052	270	966816000
11195	86	966816000
18104	686	966816000
6144	621	966902400
9509	225	966902400
9509	652	966902400
9509	787	966902400
12362	290	966902400
567	611	966988800
15150	127	966988800
22845	171	966988800
7692	608	967075200
18553	109	967075200
1312	365	967161600
3944	608	967161600
7192	93	967161600
8247	118	967161600
10943	906	967161600
20136	788	967161600
11360	668	967248000
4358	171	967334400
8111	133	967334400
17331	11	967334400
18185	882	967334400
18486	785	967334400
126	48	967420800
8901	819	967420800
15394	271	967420800
17002	866	967420800
17075	613	967420800
567	163	967507200
7002	171	967507200
7002	924	967507200
15623	764	967507200
16062	882	967507200
5761	256	967593600
5761	257	967593600
5761	259	967593600
17911	99	967593600
18185	170	967593600
18185	281	967593600
5228	689	967680000
5761	273	967680000
19568	74	967680000
8843	642	967766400
7502	882	967852800
18553	824	967852800
19368	262	967852800
20099	87	967852800
3911	416	967939200
4040	608	967939200
4121	157	967939200
4121	763	967939200
7002	926	968025600
10269	692	968025600
18441	196	968025600
18441	251	968025600
18441	404	968025600
18441	623	968025600
19971	93	968025600
22136	147	968025600
1422	129	968112000
2417	785	968112000
7893	148	968112000
21093	597	968112000
905	180	968198400
905	270	968198400
1383	118	968198400
11214	142	968284800
15150	413	968284800
15150	654	968284800
4362	824	968371200
9204	253	968371200
14060	906	968371200
20080	41	968371200
20080	340	968371200
22113	270	968371200
3911	668	968457600
22209	251	968457600
5228	776	968544000
5761	118	968630400
5761	663	968630400
5761	258	968716800
5761	277	968716800
20888	113	968716800
20888	213	968716800
2900	155	968803200
2900	165	968803200
2900	189	968803200
2900	195	968803200
2900	686	968803200
2900	903	968803200
3885	259	968803200
7692	607	968803200
14489	150	968803200
15146	593	968803200
17995	689	968803200
7692	105	968889600
7692	478	968889600
7692	632	968889600
7692	657	968889600
9509	111	968889600
11044	857	968889600
18390	776	968889600
18390	834	968889600
20788	952	968889600
126	404	968976000
7692	618	968976000
7692	661	968976000
7692	776	968976000
17821	763	968976000
20099	601	969062400
23067	371	969062400
8148	768	969148800
18639	16	969148800
20099	598	969148800
7307	656	969235200
10540	251	969235200
18441	231	969235200
21338	686	969235200
9137	73	969321600
9137	340	969321600
9137	800	969321600
9137	824	969321600
11214	150	969321600
11214	882	969321600
20814	781	969321600
23161	270	969321600
24196	788	969321600
4121	254	969408000
9137	36	969408000
9137	47	969408000
9137	348	969408000
20099	824	969408000
22727	480	969408000
23163	607	969408000
17741	934	969494400
17821	631	969494400
16164	785	969580800
4121	622	969667200
4362	794	969667200
4362	949	969667200
9204	472	969667200
12001	41	969667200
17096	371	969667200
12737	142	969753600
14842	478	969753600
20888	949	969753600
8111	668	969840000
14018	356	969840000
15305	612	969840000
17096	587	969840000
19489	36	969840000
19489	87	969840000
19489	340	969840000
19489	589	969840000
2759	663	969926400
4123	248	969926400
4123	283	969926400
5436	270	969926400
9204	895	969926400
11538	403	969926400
22860	36	969926400
22860	41	969926400
22860	47	969926400
22860	75	969926400
6768	472	970012800
12630	585	970012800
3749	404	970099200
6995	93	970099200
11538	294	970099200
10263	883	970185600
15305	874	970185600
20080	824	970185600
20967	102	970185600
567	895	970272000
1427	906	970272000
11304	288	970272000
16811	333	970272000
17096	642	970272000
17511	406	970272000
19053	833	970272000
1301	787	970358400
8617	944	970358400
10909	792	970358400
23050	883	970358400
23050	895	970358400
23826	857	970358400
12737	295	970444800
12737	897	970444800
15305	213	970444800
17995	908	970444800
11848	53	970531200
1120	212	970617600
1120	616	970617600
3885	943	970617600
5581	613	970617600
18100	665	970617600
4582	41	970704000
18993	377	970704000
20503	929	970704000
20967	652	970704000
21340	275	970704000
6967	621	970790400
16653	403	970790400
23808	283	970790400
827	874	970876800
6615	481	970876800
8098	682	970876800
9137	342	970876800
12737	632	970876800
14957	669	970876800
53	906	970963200
2797	961	970963200
12737	83	970963200
14957	58	970963200
14957	786	970963200
14957	851	970963200
14969	329	970963200
14969	606	970963200
18441	616	970963200
20967	251	970963200
23050	922	970963200
23050	961	970963200
23826	776	970963200
4121	100	971049600
5761	823	971049600
14957	105	971049600
15521	206	971049600
15521	228	971049600
19977	845	971049600
22308	632	971049600
2797	843	971136000
2797	896	971136000
5075	641	971136000
6796	867	971136000
14957	826	971136000
15521	20	971136000
15882	883	971136000
2797	215	971222400
7895	278	971222400
11958	953	971222400
17096	418	971222400
17931	781	971222400
22156	895	971222400
23808	248	971222400
23808	270	971222400
23808	896	971222400
4121	787	971308800
14969	91	971308800
22209	102	971308800
4121	270	971395200
6768	249	971395200
6768	403	971395200
9768	303	971395200
13758	912	971395200
16804	32	971395200
16804	40	971395200
23163	912	971395200
23826	574	971395200
103	307	971481600
746	836	971481600
5761	573	971481600
6718	851	971481600
9137	339	971481600
14969	100	971481600
15994	874	971481600
19568	251	971481600
5430	160	971568000
5660	972	971568000
6388	910	971568000
17331	944	971568000
22097	597	971568000
23808	899	971568000
4426	824	971654400
5043	855	971654400
23050	927	971654400
20503	874	971740800
16422	848	971827200
16505	142	971827200
21367	221	971913600
23808	118	971913600
23808	690	971913600
23808	799	971913600
6718	934	972000000
7735	213	972000000
15305	929	972000000
22209	944	972000000
4426	443	972086400
12403	663	972086400
17664	35	972086400
17664	843	972086400
17735	893	972086400
19568	323	972086400
19568	1010	972086400
23826	777	972086400
6077	663	972172800
10216	118	972172800
13941	110	972172800
17664	58	972172800
19069	173	972172800
19069	360	972172800
20099	191	972172800
20967	844	972172800
23808	952	972172800
14391	403	972259200
14895	845	972259200
19628	1011	972259200
4121	185	972345600
6077	329	972345600
653	768	972432000
1012	402	972432000
6615	41	972432000
6615	370	972432000
6615	460	972432000
11044	859	972432000
18558	118	972432000
20334	266	972432000
21367	102	972432000
6907	651	972518400
6907	893	972518400
6933	826	972518400
11304	253	972518400
13037	118	972518400
19069	316	972518400
19069	850	972518400
19368	781	972518400
19368	929	972518400
20290	927	972518400
23163	846	972518400
2797	295	972604800
2797	897	972604800
9899	219	972604800
9899	286	972604800
12015	597	972604800
12015	613	972604800
12015	788	972604800
12015	824	972604800
15305	404	972604800
21338	912	972604800
11044	917	972691200
11044	934	972691200
13624	851	972691200
13624	855	972691200
13624	857	972691200
13624	916	972691200
13624	966	972691200
13624	979	972691200
16804	935	972691200
19069	315	972691200
19069	317	972691200
19069	322	972691200
19069	863	972691200
21367	668	972691200
1169	890	972777600
7735	949	972777600
21367	792	972777600
21843	776	972777600
21843	857	972777600
21843	890	972777600
21843	891	972777600
21843	893	972777600
11044	855	972864000
17995	891	972864000
19580	270	972864000
21556	838	972864000
22120	909	972864000
23050	846	972864000
1312	857	972950400
4426	54	972950400
4426	175	972950400
6077	487	972950400
9665	872	972950400
9665	917	972950400
17664	54	972950400
18441	75	972950400
18441	826	972950400
23808	857	972950400
567	922	973036800
1865	775	973036800
12015	638	973036800
5400	984	973123200
6718	974	973123200
9665	855	973123200
9665	857	973123200
261	781	973209600
2417	628	973209600
2417	653	973209600
5400	788	973209600
19053	851	973209600
19053	907	973209600
103	87	973296000
1169	857	973296000
1301	767	973296000
2797	651	973296000
4254	843	973296000
5609	838	973296000
17664	963	973296000
23050	885	973296000
5400	826	973382400
5609	860	973382400
5609	891	973382400
8261	288	973382400
20062	645	973382400
20062	824	973382400
20062	834	973382400
20062	893	973382400
22126	687	973382400
24190	403	973382400
24190	589	973382400
6388	909	973468800
6796	826	973468800
10092	855	973468800
10744	777	973468800
13900	687	973468800
13900	890	973468800
14969	851	973468800
15623	78	973468800
21367	785	973468800
4426	87	973555200
6796	75	973555200
11026	787	973555200
13758	920	973555200
16923	670	973555200
18104	97	973555200
18104	201	973555200
18104	678	973555200
18572	597	973555200
3406	670	973641600
11389	149	973641600
18174	904	973641600
20062	348	973641600
21367	202	973641600
120	1027	973728000
9889	902	973728000
10009	254	973728000
10009	368	973728000
10009	402	973728000
10009	617	973728000
10009	798	973728000
15165	102	973728000
17995	855	973728000
13263	801	973814400
13263	855	973814400
15554	780	973814400
16723	855	973814400
21843	865	973814400
2077	786	973900800
12015	371	973900800
15623	374	973900800
19568	418	973900800
19568	833	973900800
20099	826	973900800
3146	987	973987200
12610	593	973987200
15248	177	973987200
16811	117	973987200
19077	669	973987200
21367	937	973987200
21528	403	973987200
23664	102	973987200
23664	109	973987200
1422	943	974073600
8901	1033	974073600
14168	277	974073600
15165	486	974073600
17995	856	974073600
22845	867	974073600
4362	975	974160000
6718	251	974160000
20099	589	974160000
21027	170	974160000
21027	597	974160000
21891	118	974160000
23606	421	974160000
13842	284	974246400
1383	669	974332800
4426	82	974332800
4426	91	974332800
6718	983	974332800
9899	622	974332800
13900	778	974332800
23050	886	974332800
23915	368	974332800
4663	273	974419200
4863	102	974419200
11304	403	974419200
17363	959	974419200
17743	638	974419200
17743	927	974419200
20062	341	974419200
20062	787	974419200
20062	826	974419200
20084	687	974419200
20099	604	974419200
23467	826	974419200
1383	670	974505600
4663	270	974505600
4663	283	974505600
4663	1021	974505600
10475	147	974505600
10475	276	974505600
10475	284	974505600
14219	201	974505600
14969	89	974505600
14969	793	974505600
14969	979	974505600
17995	917	974505600
19069	128	974505600
19069	606	974505600
19069	669	974505600
19069	764	974505600
19069	777	974505600
19069	889	974505600
19069	912	974505600
19069	959	974505600
23746	927	974505600
23808	781	974505600
6053	909	974592000
7052	922	974592000
9120	670	974592000
10661	669	974592000
19069	670	974592000
19628	1001	974592000
23422	953	974592000
23955	798	974592000
1312	801	974678400
1665	939	974678400
4121	656	974678400
4564	911	974678400
4725	959	974678400
8111	669	974678400
8111	939	974678400
23808	933	974678400
10216	42	974764800
10216	584	974764800
13544	641	974764800
17664	842	974764800
22308	169	974764800
22308	290	974764800
22308	621	974764800
23673	826	974764800
23808	798	974764800
5761	669	974851200
7634	931	974851200
9883	927	974851200
11195	649	974851200
18441	118	974851200
18441	148	974851200
18441	589	974851200
18441	952	974851200
18441	959	974851200
18441	968	974851200
19444	146	974851200
19444	275	974851200
20062	96	974851200
20062	299	974851200
20062	582	974851200
20062	959	974851200
21528	295	974851200
3635	586	974937600
8148	959	974937600
10216	35	974937600
11044	981	974937600
12001	824	974937600
12001	826	974937600
15994	197	974937600
15994	289	974937600
15994	403	974937600
15994	404	974937600
17664	59	974937600
17664	271	974937600
17664	965	974937600
21367	911	974937600
21843	824	974937600
21843	839	974937600
21843	855	974937600
21843	1002	974937600
1169	945	975024000
1312	934	975024000
6615	177	975024000
6718	846	975024000
8025	979	975024000
17664	482	975024000
18040	142	975024000
18040	157	975024000
18040	195	975024000
18040	267	975024000
18441	824	975024000
18441	969	975024000
18441	1022	975024000
18465	855	975024000
18465	857	975024000
18465	890	975024000
20967	1004	975024000
3141	855	975110400
3229	843	975110400
8025	1016	975110400
11064	801	975110400
14969	855	975110400
17664	57	975110400
18520	638	975110400
18553	340	975110400
19069	177	975110400
1312	913	975196800
3416	649	975196800
3416	765	975196800
3416	825	975196800
5400	41	975196800
5944	36	975196800
5944	68	975196800
5944	72	975196800
5944	334	975196800
5944	335	975196800
5944	340	975196800
5944	341	975196800
5944	654	975196800
5944	826	975196800
6388	1002	975196800
7367	910	975196800
10216	44	975196800
10216	484	975196800
10216	487	975196800
10216	792	975196800
15165	582	975196800
15994	28	975196800
15994	79	975196800
15994	83	975196800
15994	421	975196800
15994	1001	975196800
19069	298	975196800
19069	577	975196800
635	669	975283200
3416	170	975283200
4254	579	975283200
8407	94	975283200
11389	644	975283200
15994	868	975283200
18860	895	975283200
22209	677	975283200
424	125	975369600
2911	917	975369600
6998	19	975369600
8407	39	975369600
11195	232	975369600
11389	230	975369600
12015	992	975369600
14219	959	975369600
14969	857	975369600
16364	39	975369600
16723	857	975369600
21502	952	975369600
21891	996	975369600
23673	669	975369600
6615	893	975456000
9883	664	975456000
13941	128	975456000
13941	133	975456000
1183	916	975542400
1312	1022	975542400
2330	992	975542400
9178	675	975542400
14842	855	975542400
20334	157	975542400
4343	973	975628800
17995	801	975628800
17995	977	975628800
20290	935	975628800
20334	956	975628800
22714	959	975628800
3162	830	975715200
8025	865	975715200
11462	968	975715200
14842	910	975715200
14969	672	975715200
16574	1001	975715200
19568	326	975715200
19628	931	975715200
1093	299	975801600
2733	112	975801600
2733	204	975801600
2733	606	975801600
2733	649	975801600
2733	772	975801600
2733	836	975801600
4121	638	975801600
4362	1033	975801600
5400	32	975801600
15878	990	975801600
5980	920	975888000
14086	781	975888000
14860	894	975888000
21367	959	975888000
8025	858	975974400
17664	485	975974400
17664	952	975974400
18860	992	975974400
20472	995	975974400
22156	1001	975974400
23673	690	975974400
8025	1021	976060800
11044	977	976060800
12937	849	976060800
118	890	976147200
120	1038	976147200
746	669	976147200
746	776	976147200
746	935	976147200
746	959	976147200
1312	856	976147200
8025	813	976147200
8025	889	976147200
9137	765	976147200
12937	823	976147200
16364	273	976147200
16578	138	976147200
17664	677	976147200
22113	148	976147200
22113	156	976147200
22113	183	976147200
22113	193	976147200
23673	670	976147200
746	251	976233600
2615	632	976233600
4426	52	976233600
4426	307	976233600
5143	777	976233600
5552	909	976233600
8025	980	976233600
8218	887	976233600
8218	1019	976233600
9279	911	976233600
9883	48	976233600
9899	904	976233600
12937	602	976233600
12937	825	976233600
16764	791	976233600
3146	339	976320000
3146	480	976320000
5143	278	976320000
9883	275	976320000
10562	851	976320000
13941	834	976320000
19069	829	976320000
19069	839	976320000
19568	371	976320000
3416	34	976406400
3416	443	976406400
4413	609	976406400
4413	868	976406400
7502	886	976406400
7502	922	976406400
16578	404	976406400
3416	41	976492800
3416	589	976492800
4413	275	976492800
4872	270	976492800
6053	985	976492800
9204	659	976492800
16364	150	976492800
16578	613	976492800
746	668	976579200
1093	952	976579200
3146	477	976579200
3416	231	976579200
3985	897	976579200
4121	887	976579200
6615	826	976579200
8025	857	976579200
8407	601	976579200
12173	930	976579200
12937	82	976579200
12937	788	976579200
14772	105	976579200
14969	87	976579200
14969	601	976579200
17526	108	976579200
17526	618	976579200
17526	669	976579200
17526	764	976579200
17526	939	976579200
17526	976	976579200
23673	893	976579200
120	918	976665600
1665	778	976665600
3416	32	976665600
3416	179	976665600
3416	477	976665600
4872	613	976665600
6718	850	976665600
14969	75	976665600
17995	909	976665600
20062	678	976665600
21338	939	976665600
23673	606	976665600
1093	36	976752000
3146	170	976752000
3416	894	976752000
5286	1002	976752000
10562	228	976752000
10562	959	976752000
19444	284	976752000
19444	295	976752000
23673	105	976752000
23673	689	976752000
1120	270	976838400
1521	193	976838400
1521	414	976838400
1521	836	976838400
3086	91	976838400
3086	116	976838400
7192	897	976838400
9899	1023	976838400
12937	604	976838400
13941	605	976838400
16578	664	976838400
17664	476	976838400
17664	823	976838400
118	917	976924800
118	966	976924800
1093	92	976924800
3086	1014	976924800
5143	262	976924800
13759	894	976924800
16364	346	976924800
17664	100	976924800
18860	887	976924800
7031	109	977011200
9883	150	977011200
10562	792	977011200
11360	778	977011200
11360	790	977011200
22710	922	977011200
23163	789	977011200
4112	669	977097600
9886	922	977097600
15089	415	977097600
18441	765	977097600
18441	867	977097600
18441	893	977097600
